crop,N,P,K,pH,rainfall,temperature,humidity
muskmelon,95,23,45,6.266208727,21.19014526,27.82424457,90.56698742
muskmelon,106,10,49,6.350623739,20.21126747,27.72653142,92.00687531
muskmelon,99,12,52,6.002927293,22.21807088,28.69708334,94.30759855
muskmelon,106,20,51,6.342573112,20.49035619,29.73019662,90.97015715
muskmelon,83,11,53,6.163921248,21.9653077,29.54097171,92.91778307
muskmelon,117,19,55,6.121745389,25.16359891,28.80311922,91.78336933
muskmelon,98,26,49,6.130160473,23.49535234,27.29035669,90.53330091
muskmelon,113,20,48,6.440584681,27.27899847,27.46583649,94.87679041
muskmelon,101,17,47,6.185053234,26.30820876,29.49401389,94.72981338
muskmelon,98,7,45,6.157724816,26.85422624,27.79161808,92.51054946
muskmelon,93,22,48,6.776987974,21.90440445,29.12533739,91.52291141
muskmelon,95,21,47,6.431970877,20.66127836,27.93114233,93.56161439
muskmelon,109,12,48,6.708743843,20.76212031,29.45771748,92.12534736
muskmelon,118,12,47,6.010739645,28.94766949,27.96872279,92.17444796
muskmelon,100,14,49,6.365956658,26.01909355,29.48882958,91.07574233
muskmelon,89,9,47,6.668382766,28.75226067,29.47156259,90.77069618
muskmelon,95,16,46,6.74669542,24.4514648,27.0767265,90.14362622
muskmelon,95,7,45,6.031665834,25.09484511,27.30008597,90.80015308
muskmelon,87,6,45,6.40077205,22.84203589,29.82729394,90.79007335
muskmelon,93,20,50,6.448792689,24.34814338,29.93061247,93.22980899
muskmelon,84,29,49,6.251420275,20.39020503,29.94349168,93.90741192
muskmelon,111,5,47,6.274452811,21.17924769,28.03306461,91.47355778
muskmelon,111,5,52,6.135996372,21.0000988,29.8843055,94.0371147
muskmelon,111,15,54,6.194090172,22.06207161,27.7058373,92.91185695
muskmelon,89,11,47,6.327822962,27.8659442,29.78714005,94.65343534
muskmelon,110,15,48,6.212567211,27.5987178,28.57819995,92.86597437
muskmelon,95,30,52,6.640470863,26.0365768,29.48069921,90.33698678
muskmelon,115,12,52,6.685553129,21.01796432,27.51492243,94.96218673
muskmelon,120,25,50,6.327210469,21.84869328,28.05457761,94.81637388
muskmelon,102,11,45,6.35544263,24.15591199,29.03167341,93.12603235
muskmelon,94,5,55,6.085682344,26.88372572,28.5854649,91.89216849
muskmelon,84,18,46,6.781050373,25.32159689,27.08808014,93.42402083
muskmelon,107,22,54,6.630301421,21.61893763,27.99611732,90.84660317
muskmelon,80,18,52,6.484799661,24.05207925,27.87317436,91.14849627
muskmelon,86,18,45,6.566759102,22.25838137,28.96586565,90.71832938
muskmelon,113,28,48,6.170520518,24.44267592,28.87726019,92.48839665
muskmelon,115,18,53,6.012480351,22.06994464,29.17052093,94.19790371
muskmelon,82,20,54,6.541150335,21.44532907,29.34033587,90.01506395
muskmelon,98,22,47,6.341400922,28.83568362,29.07265321,91.91533173
muskmelon,117,25,54,6.150686364,29.11187663,28.68275966,92.50969311
muskmelon,83,15,49,6.438008153,23.20076686,28.92705913,91.39356832
muskmelon,120,16,51,6.547041903,23.28618248,27.99901833,91.64193051
muskmelon,111,5,50,6.399891457,24.84266123,27.59350075,91.79742953
muskmelon,85,21,47,6.186770318,24.69720481,29.87331077,90.60932469
muskmelon,90,23,54,6.159020864,27.26588346,28.55852465,90.45773041
muskmelon,99,29,55,6.660954816,26.48240255,29.19378695,91.46241065
muskmelon,102,11,47,6.504906979,27.14509034,27.98780984,92.78226196
muskmelon,80,18,51,6.706053225,20.76582087,28.05380704,91.81758779
muskmelon,87,21,52,6.067665498,27.21244021,27.3506296,94.2911951
muskmelon,114,8,52,6.419083092,28.22908103,29.34081108,94.5513539
muskmelon,99,6,46,6.39637861,28.98574189,28.61475136,94.22253035
muskmelon,89,25,50,6.375923383,25.08146686,27.04863538,91.34685096
muskmelon,96,13,55,6.700337732,21.13545688,29.5275305,94.57459443
muskmelon,82,26,47,6.565312653,24.20007242,28.50416396,93.46806467
muskmelon,106,21,52,6.286515359,23.0362503,28.89578588,94.78993038
muskmelon,90,15,52,6.448061578,23.65747461,27.04927452,91.3821731
muskmelon,106,16,54,6.585872508,24.7458198,28.96017885,91.69532178
apple,24,128,196,5.521466996,110.4317855,22.75088787,90.69489172
apple,7,144,197,6.133220586,114.0512495,23.8494014,94.34814995
apple,14,128,205,6.226289556,116.0396587,22.60800988,94.58900601
apple,8,120,201,6.321152192,122.233323,21.18667419,91.13435689
apple,20,129,201,5.587905967,116.0777931,23.41044706,91.69913296
apple,32,137,204,5.824151693,117.7296726,22.86006627,93.12859895
apple,27,139,205,5.772179946,105.5473627,22.48403042,93.40819246
apple,0,123,205,5.790993052,121.1349176,22.02775403,92.96129462
apple,22,144,196,6.499226821,117.0761277,21.91191314,91.68748063
apple,1,124,199,5.658473817,112.6676589,23.71059131,93.27392415
apple,30,122,197,5.573241391,106.1417017,21.37784654,92.72043743
apple,29,121,196,6.079497202,123.5977843,22.84852833,94.32130209
apple,13,126,204,6.383180271,108.183792,23.1094265,92.79630809
apple,9,139,199,5.867420996,105.3558408,23.25230817,94.54128292
apple,0,133,200,5.708418722,104.2298028,23.67287749,90.4935574
apple,30,143,199,5.7983508,102.2648546,23.76881552,90.59810302
apple,36,140,198,6.28188384,104.4267991,23.34386401,91.47684705
apple,37,137,199,5.697945522,108.3405879,22.63946441,90.18451645
apple,33,121,203,5.605934087,114.8407725,22.45696744,94.76285385
apple,7,144,195,5.85648105,104.6472986,22.96388477,93.58065995
apple,35,128,205,6.041053829,107.8737015,21.07273439,93.56585985
apple,29,128,198,5.685062404,121.4977331,22.44075021,92.70785115
apple,2,143,196,5.669489065,109.8852597,22.71271308,90.45261746
apple,34,140,198,5.751707342,115.1781396,21.70416965,93.44006288
apple,29,144,204,5.800448951,119.1025189,22.43324518,92.48667725
apple,32,141,203,5.821347769,109.0658471,21.25941052,92.84416234
apple,13,144,197,6.28022267,105.6941544,22.9215706,94.89613443
apple,25,143,198,6.027314401,107.855225,22.81212536,91.51861705
apple,9,137,200,5.636687393,102.8017203,21.12152071,90.6878768
apple,6,144,198,5.559363609,104.5086618,21.11478672,90.31528693
apple,37,126,196,5.596449493,107.1728191,23.59997268,90.97597665
apple,2,120,203,5.893492999,108.6211833,23.12652652,94.71203306
apple,11,143,197,5.875718516,122.1952483,22.98458907,93.3204487
apple,10,141,201,6.386021424,104.5412275,22.12659387,90.97818277
apple,24,142,202,5.710819862,101.8474768,22.53779727,91.48135786
apple,23,138,195,5.795985716,124.3915101,22.49095104,91.70292746
apple,18,125,204,6.046673619,116.7366261,22.35548159,94.47811755
apple,13,121,196,6.443382913,120.1593771,22.20700989,93.50574163
apple,26,122,202,5.617227184,107.1843273,22.44516988,94.73763514
apple,28,123,202,6.442289294,120.4359949,22.76643029,92.12438519
apple,26,121,201,6.162034371,112.3126628,22.19109412,90.02575116
apple,21,137,196,5.812781806,123.5900822,23.6119202,91.70293849
apple,21,135,198,5.765015126,105.0241329,23.86087054,94.92048112
apple,5,144,205,6.184922574,102.8045658,21.42177231,92.62665309
apple,2,123,205,5.739652177,124.9831618,22.36629253,90.78572467
apple,15,133,199,5.824778636,117.6102915,23.99686172,91.61001707
apple,31,130,198,5.554823557,120.0586671,21.80129837,92.73446667
apple,25,143,200,6.024248787,100.6192543,23.80436344,92.80441624
apple,16,143,204,5.631333387,121.8961665,23.71475278,91.53331177
apple,19,122,202,5.811975094,112.8954016,23.34467359,90.37981478
apple,10,125,196,5.730557448,113.0688155,22.31253665,90.03577124
apple,20,139,202,5.66999105,107.9868949,23.50201428,92.21083961
apple,28,123,198,5.682751473,111.7763395,23.46260321,91.45665004
apple,28,136,200,6.245858905,114.7399101,23.06204373,92.39544055
apple,2,131,199,6.017370134,124.2179699,22.47420512,91.22759742
apple,2,140,197,5.53456749,105.0508234,22.69780133,92.82223419
apple,27,138,201,5.952367662,105.4004751,23.66682067,93.90191078
apple,30,127,204,6.126436584,100.9343903,22.50050273,92.45878335
apple,32,145,203,6.406818518,109.5966791,23.83053666,90.84422164
apple,29,139,205,6.155939453,116.6912176,23.64142354,93.74461474
apple,26,126,195,5.878568981,118.3979065,21.41363812,92.99124545
apple,40,136,202,5.935336308,117.5314026,22.85267372,94.5764581
apple,6,124,200,5.971332179,109.5852253,22.98208095,93.84505029
apple,35,138,200,5.67130617,103.6838922,21.19909519,90.80819418
apple,17,136,196,5.882155988,103.0548094,23.87192332,90.49939035
apple,33,134,205,6.08551916,114.7412734,21.0365275,94.33919546
apple,16,143,197,5.90402645,116.9256766,22.61711614,93.51978375
apple,27,120,200,6.110218826,116.7036582,21.45278675,90.74531921
apple,29,145,205,6.212302608,109.3383552,22.81227579,92.12992101
apple,3,141,197,6.142803397,115.4789148,21.98141856,91.12719303
apple,15,123,204,6.365972688,115.3830068,22.52709326,92.54780429
apple,5,136,195,6.264202804,107.7697413,22.35628673,91.92360477
apple,10,136,204,6.276198595,105.8554351,21.19852186,92.15595143
apple,7,141,195,5.514253142,104.9116663,23.8812458,93.45067555
apple,2,129,201,5.682343744,122.1449949,22.78234161,94.36803516
apple,29,138,197,5.830892252,121.6622761,22.19055385,92.43764169
apple,30,137,200,5.603413172,118.6044645,22.91430043,90.70475565
apple,29,132,204,6.0967531,108.2166601,23.08950736,90.22507299
apple,14,139,197,6.056529526,121.6961761,21.72484506,92.83975602
apple,18,125,203,6.160267496,102.5565807,22.44307715,91.59234006
apple,33,143,204,5.814434775,122.5391946,21.1316077,91.95769858
apple,40,144,196,5.987262638,107.0289866,22.71750705,92.25479855
apple,9,143,197,5.570020684,117.6602827,23.75033085,92.88160462
apple,38,135,203,5.965551311,100.825956,23.76121837,93.661643
apple,28,130,196,6.062356467,112.9203223,22.13450646,94.67695747
apple,35,142,203,5.895319002,123.6495149,21.17089176,90.23730166
apple,12,129,205,6.119432215,118.6832725,22.36238282,91.15761594
apple,1,135,203,5.624203283,113.7759219,22.77856513,92.70124029
apple,0,145,205,5.52078314,113.9760462,21.22503442,90.09877774
apple,31,121,201,5.731535258,110.712841,23.15791104,90.34396882
apple,35,131,203,5.893490899,102.7230739,22.42776057,93.91722423
apple,29,140,195,5.560521058,116.7431319,23.64082979,90.95257927
apple,33,138,198,6.222390798,122.7418744,22.29423493,90.69033986
apple,14,140,197,6.071255131,113.0381382,23.35225078,90.90054697
apple,35,145,195,6.231950009,110.9804014,22.03911546,94.58075845
apple,40,120,197,5.889480679,119.6335548,23.80593812,92.48879468
apple,25,132,198,5.732757516,100.1173443,22.31944084,90.85174383
apple,31,137,196,6.400321212,120.6310784,22.14464104,93.82567435
apple,36,144,196,6.496934492,115.3611268,23.65167552,94.50528753
apple,10,140,197,6.229498836,124.4683112,22.16939473,90.27185592
orange,22,30,12,6.354006744,119.035002,15.78144173,92.51077745
orange,37,6,13,7.511755068,101.2847738,26.03097313,91.50819306
orange,27,13,6,7.335158382,111.2266885,13.36050601,91.35608208
orange,7,16,9,7.813916603,114.6659511,18.87957654,92.04304496
orange,20,7,9,7.129136941,111.1727497,29.47741671,91.57802915
orange,26,27,10,6.079998496,114.1339416,28.06903173,92.91487288
orange,5,23,15,7.408939392,112.5424199,25.66901098,92.04670813
orange,0,18,14,7.207991261,114.4161786,29.77149434,92.00719952
orange,39,24,14,7.189259647,106.0711985,30.55472573,90.90343769
orange,13,23,6,7.365338111,102.6958703,23.96147583,90.26408017
orange,21,17,15,7.455991072,118.4901697,23.98289638,91.5473145
orange,33,12,8,6.822282114,117.3695296,25.26052689,90.31153735
orange,6,9,12,7.028746406,109.6894658,31.08368929,90.14362642
orange,19,7,10,6.118430299,100.1961762,14.78003032,91.22062116
orange,24,18,6,6.285312759,116.3796525,26.56608303,94.45239715
orange,9,11,8,6.559236744,111.7803734,24.85903405,94.39000473
orange,31,8,7,7.163245982,103.5684926,34.51465139,93.63812684
orange,22,17,5,6.945562889,102.835632,24.12188673,90.72351622
orange,13,5,8,7.474710503,103.923226,23.85340379,90.10522549
orange,16,8,9,7.601189843,111.2948115,24.60297538,91.28408653
orange,4,13,6,7.561143224,101.4705704,15.63211033,94.25966183
orange,0,25,14,6.361671475,116.450422,19.33516809,91.97978938
orange,8,7,10,6.929216014,105.2132259,28.2620488,91.98317355
orange,4,23,5,7.477935216,110.3332655,22.67594476,93.36348717
orange,33,14,8,7.684420446,110.6823944,21.03200078,92.9641969
orange,30,7,15,7.825531916,115.7659902,33.23453301,91.06053924
orange,21,29,12,6.438668989,117.3688104,22.30318989,92.15987039
orange,11,14,5,6.946354724,115.5683776,11.50322938,94.8933184
orange,9,8,15,7.994465371,110.2223123,14.34320488,94.35734702
orange,5,18,14,7.434118807,119.1709113,33.1056981,93.48447453
orange,29,25,14,7.781988584,113.3302105,30.49183837,90.4582865
orange,33,12,15,6.052318465,116.7173125,30.25578031,92.03272799
orange,8,16,6,7.106650373,108.4161706,12.22816189,90.26457428
orange,15,14,8,6.22094286,119.3941064,10.01081312,90.22399223
orange,16,7,8,6.420457311,116.5084074,22.79196751,90.60901895
orange,0,12,7,6.969249676,116.8130969,20.18432263,90.65458473
orange,5,25,6,6.011302181,106.8118019,30.72119881,94.01331956
orange,6,8,11,6.600948788,119.6946577,24.35590861,92.39651663
orange,10,5,5,7.817846496,112.9834361,21.21306973,91.35349216
orange,1,17,6,6.8198271,117.5293447,10.78689755,91.38411917
orange,1,30,10,7.291405641,103.5771468,11.89925671,91.34663797
orange,0,23,15,7.598729065,109.8585753,22.56664172,93.37488907
orange,24,27,9,6.157135092,119.3936976,18.86883219,93.24688124
orange,36,11,13,7.1917274,112.7194284,17.34083741,93.04897191
orange,40,21,8,7.418761774,102.1906333,34.90665289,92.87820148
orange,40,22,6,6.488221135,115.9787989,24.53610067,91.90997228
orange,32,18,13,6.044167236,107.9873218,13.8377282,91.74780462
orange,9,10,10,6.010391864,101.5164589,22.3551049,93.52211892
orange,13,16,8,6.949838549,100.1967854,34.74004942,93.12316972
orange,15,9,11,7.907956251,108.8289171,11.54785707,94.14861001
orange,29,11,5,7.639788459,104.4224145,23.13338811,91.94670335
orange,1,15,9,7.53350946,115.3560318,29.98364695,94.55239717
orange,18,5,11,6.251586885,102.4550786,20.87947369,90.93756231
orange,14,22,9,6.543191814,112.5090516,17.24944623,91.13772765
orange,33,15,7,7.651225301,109.7571416,15.83388699,91.68293851
orange,4,6,7,6.708889665,112.6738296,23.01014302,91.11764246
orange,17,16,14,6.625538653,102.944161,16.39624284,92.18151927
orange,12,20,10,6.528354932,109.4711098,24.45132792,93.10527686
orange,34,29,8,6.450640306,105.3437825,31.87859192,91.15248149
orange,39,28,10,7.181907673,109.1549823,31.34920143,91.48247612
orange,31,25,12,7.016482298,111.7793889,18.05142392,90.03969587
orange,12,6,8,6.388617138,107.4142681,30.84835031,92.86773675
orange,12,29,13,7.57125447,118.0069295,22.45616931,91.52781832
orange,26,11,11,7.609348255,106.2944879,13.70319166,90.95589386
orange,19,24,15,7.137136973,111.8391951,20.48954522,93.72485075
orange,39,21,9,6.354022554,106.2696156,13.20844373,94.02769434
orange,16,29,13,6.196907944,117.6236473,32.31944397,93.67804556
orange,36,29,13,7.829507245,109.7513927,20.68185224,90.91510525
orange,37,23,12,6.395258356,113.1169398,31.52675982,90.50621806
orange,39,9,15,7.992041984,116.7555937,25.35467646,91.81183218
orange,31,5,14,6.583411671,110.6857506,17.66545409,91.69865887
orange,18,12,8,6.206053072,119.3916718,12.59093977,91.81668769
orange,20,20,10,6.976997772,106.060149,11.86631922,93.68394562
orange,5,8,5,6.562594972,112.7715925,11.03367937,92.22706805
orange,20,8,12,7.260416405,117.9733424,25.2990432,94.96419851
orange,25,21,11,6.460044778,104.7052254,32.23797837,90.15406807
orange,14,19,14,6.699164936,108.0638166,17.68408797,94.35815354
orange,37,18,12,7.401121811,106.6955204,10.2708877,90.19147747
orange,26,15,6,6.912033409,108.0054343,17.22034507,94.78797376
orange,13,22,5,7.764040111,100.1737964,19.667056,90.50096668
orange,32,25,9,7.796034006,101.1456947,10.35609594,93.75652041
orange,19,7,9,6.969883483,101.139435,27.255435,91.71369387
orange,28,7,9,6.730757538,115.5650287,34.5917846,92.13229786
orange,24,30,11,6.601395755,113.25373,32.39523995,94.51768464
orange,7,17,10,6.465913274,106.362551,10.16431299,91.22320999
orange,18,23,8,6.41354791,101.4819888,21.49118657,93.43949693
orange,7,20,12,6.475275337,110.0447896,16.53460397,94.76759975
orange,20,23,11,6.407715561,109.9455062,31.8520694,90.12220323
orange,18,14,11,6.550814117,117.1311498,28.04799508,90.00621688
orange,34,11,10,7.36220835,115.1989301,31.75048899,94.59551226
orange,20,29,10,7.36549204,100.7896871,29.07412717,93.27189064
orange,37,24,13,7.8546243,108.0230792,19.14381903,90.71037456
orange,12,8,10,7.995848977,107.4287664,16.14820285,91.4448027
orange,34,10,14,6.725600855,116.8020848,34.05296914,92.05811721
orange,6,13,9,7.786725333,118.3271968,34.51423957,90.56151463
orange,27,30,5,7.656978112,113.328978,32.71748548,90.54608254
orange,13,8,12,7.105904818,114.3117197,25.16296632,92.54736032
orange,6,7,7,7.199106204,113.9995146,27.68167318,94.47316879
orange,40,17,15,7.871063004,107.0862095,21.35093384,90.9492967
orange,31,26,9,7.566165721,103.2005992,11.69894639,93.25638873
papaya,61,68,50,6.793245417,243.0745066,35.21462816,91.49725058
papaya,58,46,45,6.576261427,88.46607497,42.39413392,90.79028064
papaya,45,47,55,6.751452932,119.2653877,38.4191628,91.14220381
papaya,39,65,53,6.560743093,235.6133585,35.33294932,92.11508608
papaya,31,68,45,6.938313356,196.2408242,42.92325255,90.07600528
papaya,70,68,45,6.991626158,203.4044028,33.83508569,92.85470152
papaya,68,62,50,6.977700268,197.5282582,33.20258348,92.76437927
papaya,34,65,47,6.833768535,191.7760562,23.48546973,93.71043692
papaya,38,68,54,6.739170045,202.0572747,29.33710543,90.81781439
papaya,69,64,47,6.993473247,186.6762324,40.21199348,94.50766912
papaya,58,51,47,6.757470637,197.402901,42.13473976,91.70445386
papaya,59,47,53,6.850663232,47.271547,32.86316618,91.4618874
papaya,44,64,54,6.74274935,232.7046126,29.80744318,91.38048469
papaya,56,57,48,6.506120752,63.62250788,31.56213762,93.0484859
papaya,69,60,54,6.98992719,141.1736926,36.32268069,93.06134398
papaya,56,58,49,6.69215564,172.4788062,37.13165026,94.60761797
papaya,49,55,53,6.544029776,77.71566883,38.4418717,93.63739039
papaya,38,51,52,6.927803911,78.85085502,32.66160599,90.78931681
papaya,54,65,47,6.721835879,149.9107557,27.92765919,91.55594211
papaya,57,57,51,6.99223441,105.8841531,39.01793345,91.48815629
papaya,39,52,53,6.704204398,51.07048113,32.51247398,94.65904123
papaya,58,67,45,6.702424548,62.62377075,38.72382798,91.72514851
papaya,61,64,52,6.641098708,110.562229,43.30204933,92.83405443
papaya,34,62,55,6.585346229,238.5008779,27.58548913,90.72526502
papaya,31,48,45,6.563134737,132.7923586,40.78881819,92.90951393
papaya,47,46,52,6.502289473,206.3999208,23.19451074,91.40301608
papaya,32,68,52,6.800321319,248.8592986,32.68067385,92.61715632
papaya,36,59,46,6.721130543,127.2509777,34.28879307,93.61082872
papaya,61,51,51,6.574677594,120.9512466,39.30050027,94.16193416
papaya,70,54,46,6.919342407,122.7628653,39.73149053,91.12220596
papaya,44,56,49,6.519779583,64.4478499,39.23342464,91.25589286
papaya,34,68,51,6.687088098,40.35153141,27.34734861,94.17756725
papaya,50,59,47,6.747975732,209.8678411,40.76998685,92.09278584
papaya,39,70,52,6.65149129,59.49373381,26.26559543,90.79668055
papaya,34,61,49,6.502675132,117.8201907,28.12971499,93.3210737
papaya,44,60,55,6.825371185,98.54047745,34.2804607,90.55561637
papaya,31,62,52,6.99104104,182.026807,33.7960155,93.00754254
papaya,65,62,51,6.511624841,207.0735119,31.53243779,90.87394933
papaya,44,57,53,6.93172108,74.876786,42.30495821,90.51431779
papaya,50,47,48,6.712772333,218.2299187,24.63676897,90.61964344
papaya,43,50,48,6.63016515,179.2720807,28.28222883,91.37059792
papaya,60,46,53,6.761953186,183.49095,24.48620746,92.98254537
papaya,70,68,55,6.691202286,78.8099639,42.84609252,94.63548176
papaya,59,62,52,6.608667684,103.8235658,43.67549305,93.10887229
papaya,60,58,51,6.840802254,165.7412972,42.07213781,92.92203105
papaya,42,60,47,6.834808348,136.8277041,33.46873719,92.12746225
papaya,35,66,47,6.953439161,48.83810592,31.7018373,91.66232213
papaya,34,65,48,6.665024508,199.3096432,41.41968393,90.03863107
papaya,36,54,46,6.662875839,214.4103848,42.54744013,94.94482086
papaya,39,64,52,6.678695788,63.68794608,28.91842453,94.63676767
papaya,37,52,47,6.54277684,211.8529059,43.08022702,93.90305729
papaya,33,47,46,6.839443833,209.4083305,29.20300896,93.96834049
papaya,34,48,48,6.805277038,181.527598,41.04224355,91.37258067
papaya,49,54,50,6.762522087,97.26336657,25.62446619,93.18240298
papaya,40,65,49,6.678449318,163.9069365,35.32876402,91.06138506
papaya,68,52,49,6.577192175,63.35298768,24.42561272,92.27749066
papaya,50,46,52,6.734005648,54.01872359,31.18298415,90.21646909
papaya,65,63,50,6.524459342,79.27201575,31.88342554,91.3256535
papaya,40,49,47,6.501521192,246.3613268,42.93368602,91.1756748
papaya,42,53,48,6.758479569,231.5153161,23.11407669,94.31994776
papaya,49,55,51,6.676578778,135.1694525,24.87212063,93.90560147
papaya,59,62,49,6.941496806,114.778071,43.36051537,93.35191636
papaya,63,58,47,6.864143752,144.6656444,26.83054058,90.75379971
papaya,70,65,52,6.583528529,75.95295,30.42012134,93.12659793
papaya,63,50,52,6.751747609,115.8163936,28.64555584,93.22642604
papaya,40,64,47,6.893509446,71.73759526,32.50037548,93.47888842
papaya,63,58,50,6.720744449,41.5856585,43.03714283,94.6428898
papaya,45,58,49,6.827812549,75.24521981,30.10773379,90.34546355
papaya,66,69,47,6.912299695,87.53393983,23.69212243,93.61055571
papaya,54,67,52,6.586107335,141.3381168,35.67667332,93.30641944
papaya,69,67,52,6.827305908,82.83061083,27.71948962,94.43877142
papaya,67,68,49,6.821774589,149.8488208,35.26824831,92.38282957
papaya,45,57,47,6.656458831,161.6892093,23.16855863,90.78821158
papaya,56,50,52,6.770384816,88.1300769,33.08706051,92.25197542
papaya,70,50,53,6.933809743,172.3458448,37.4620912,90.44967809
papaya,44,47,45,6.579441304,218.142147,38.73218907,94.73613484
papaya,50,60,47,6.92791761,93.7942847,32.57720726,92.74889453
papaya,52,51,53,6.985804083,210.2735346,38.38231475,93.10378595
papaya,35,68,45,6.612429546,234.8466111,42.93605359,90.09448142
papaya,68,69,52,6.813383387,52.95477913,25.65492304,92.74501561
papaya,32,55,52,6.9677596,159.6577388,37.58899717,91.99740365
papaya,32,55,51,6.57398033,62.68710535,29.60718808,93.15642801
papaya,48,62,47,6.803094965,174.4012337,25.34756111,93.02871078
papaya,39,69,53,6.964955435,241.8202079,25.9300384,93.02357765
papaya,49,61,45,6.764213299,240.4795923,32.76795887,94.57377401
papaya,48,57,54,6.617703178,126.8069869,29.02328049,90.20396783
papaya,69,66,49,6.52711001,92.11877372,40.00439101,90.17015833
papaya,53,55,55,6.709668804,234.496633,33.32315744,91.25271223
papaya,38,61,52,6.620729882,46.44279118,31.22790131,94.94021378
papaya,57,64,55,6.583760499,62.50689682,26.68386496,92.9585411
papaya,51,57,55,6.676407337,108.4103158,24.70528368,90.14732171
papaya,56,65,45,6.751298936,218.0908814,38.2016825,93.97379963
papaya,54,66,52,6.867554147,104.4218596,36.56769731,93.79503425
papaya,58,55,47,6.742490027,240.6863901,26.05375792,93.69111672
papaya,68,70,54,6.986228647,54.77830202,31.29986342,92.76039164
papaya,42,59,55,6.979102243,149.1199989,40.10207731,94.35110201
papaya,43,64,47,6.825664782,102.2708231,38.58954491,91.58076549
papaya,35,67,49,6.617066674,239.7427554,41.31330062,91.1508798
papaya,56,59,55,6.551892638,188.5181422,37.03551903,91.79430166
papaya,39,64,53,6.598860305,208.3357976,23.0124018,91.07355541
coconut,18,30,29,6.420018717,224.5903664,26.7627493,92.86056895
coconut,37,23,28,5.740054567,224.3206759,25.61294367,94.3138837
coconut,13,28,33,5.686972967,151.0761899,28.130115,95.64807631
coconut,2,21,35,6.293662363,179.8248944,25.02887163,91.53720922
coconut,10,18,35,6.381975465,181.6942283,27.79797651,99.64573002
coconut,7,11,32,5.542169139,184.7624496,29.25902906,95.11294697
coconut,39,5,31,5.551963184,150.9502632,27.10134661,93.69979946
coconut,34,6,27,5.860740481,147.8888994,25.84726298,90.92669463
coconut,31,30,29,5.558807063,178.8116076,26.58580443,90.98617591
coconut,25,7,35,5.55771171,189.6711349,28.38503882,99.18843684
coconut,16,18,26,5.568365926,145.5414413,28.43647052,91.81320717
coconut,26,10,33,6.07071786,198.8234862,28.27298134,96.93649473
coconut,27,8,32,5.627860549,144.3331315,27.00648436,96.46168931
coconut,37,18,30,6.38488418,157.9171537,27.63551259,99.34854917
coconut,19,15,34,5.685889066,215.9195049,26.29644905,99.65809151
coconut,0,19,33,6.234458417,204.7206567,27.1326009,95.23797989
coconut,31,20,26,6.443168642,199.7936345,25.56567803,97.61361544
coconut,9,17,32,5.842317989,172.0540491,25.94951662,93.40548703
coconut,22,11,29,5.955742971,218.0055713,28.03380598,95.01630593
coconut,31,6,26,5.741367375,157.2388553,29.12859129,91.30924833
coconut,34,6,30,5.948342571,171.7575545,27.0828252,97.00155491
coconut,24,6,32,6.387067562,172.4813641,28.11321494,90.01734526
coconut,1,8,26,5.562911913,156.6732553,27.5136304,94.18955816
coconut,31,13,33,5.85971872,205.5463111,27.63834933,95.48763389
coconut,10,9,28,6.282955073,150.0500312,29.01256899,94.01014388
coconut,36,27,26,6.25449571,171.6262299,26.58413917,95.78923137
coconut,38,24,33,5.973853124,142.9403233,28.28905147,97.00396405
coconut,11,6,25,6.081568052,178.9635457,28.69164799,96.65248672
coconut,16,14,30,6.37466756,209.8453993,29.70931288,96.30484325
coconut,33,14,35,6.027707171,149.2433497,27.14865285,96.66355213
coconut,16,6,29,5.868285082,132.1491176,29.28725038,91.95614918
coconut,32,11,31,6.205931638,134.8419069,25.06871967,93.31410447
coconut,38,14,30,5.570745386,194.9022136,26.92449525,91.20106019
coconut,8,6,33,6.095261013,171.9457959,28.27804288,93.64761266
coconut,23,6,33,6.025789594,204.9603677,29.18032562,92.73041222
coconut,29,25,35,5.542873799,160.7306991,28.3575072,91.64509299
coconut,24,14,33,6.366219551,218.5241851,29.38072512,93.27565685
coconut,32,12,30,5.579845008,218.080385,25.39241091,98.08951196
coconut,30,25,31,5.804965067,208.1181381,26.31270635,98.62048026
coconut,14,21,35,6.121005506,194.3100272,29.52501367,91.91185319
coconut,27,22,29,6.000248647,145.4172387,28.83214859,92.17170353
coconut,40,5,29,5.820978791,160.389421,28.48444906,97.76865458
coconut,17,11,32,5.620733794,156.7650823,28.74013335,93.39676499
coconut,30,30,35,6.001936419,165.8092179,25.00872392,95.59224018
coconut,28,10,30,6.305740522,192.7678575,29.8690834,91.14723422
coconut,39,7,29,6.362544111,150.2012138,27.54273211,94.59086121
coconut,32,20,35,5.588655387,144.6261698,26.52166434,98.38227669
coconut,7,15,32,6.182232762,174.796583,25.03512351,95.89739958
coconut,29,17,29,5.959493188,211.2506267,29.20394909,95.66997327
coconut,34,15,34,5.677282678,224.7006953,27.05826457,91.10510371
coconut,14,23,25,5.612122797,135.4186222,26.18552389,96.96637916
coconut,18,19,29,6.206077742,162.8432736,27.59376845,92.48519606
coconut,7,21,35,5.764812076,131.2451414,25.76011662,94.65830608
coconut,24,27,34,6.203376525,145.0583117,28.87862994,95.11320315
coconut,39,29,29,6.143662699,199.8778403,26.50908611,94.48414544
coconut,29,8,28,6.100429497,214.4128874,26.87037587,91.72546257
coconut,10,24,27,5.708409601,145.9298935,27.57283516,94.90485697
